Location,Area,BHK,Floor,Balconies,Property Age,Parking,Near Market,Main Road,Furnishing,Price
Gandhi Nagar,3112,4,2,4,37,No,Yes,Yes,Furnished,128.21
Vijay Nagar,2451,4,2,4,18,Yes,Yes,Yes,Unfurnished,262.37
Navlakha,4941,4,1,1,30,No,No,No,Non-Furnished,212.14
Chandan Nagar,2951,3,2,2,45,Yes,Yes,Yes,Furnished,86.45
MR-10,3146,4,1,4,11,No,Yes,Yes,Non-Furnished,190.16
Mhow Road,2067,3,1,3,6,No,No,No,Furnished,93.37
Pipliyahana,3043,4,3,2,1,No,Yes,Yes,Furnished,208.69
Tilak Nagar,4062,4,1,0,25,No,No,No,Semi-Furnished,219.5
LIG Colony,2903,3,3,3,17,No,Yes,Yes,Non-Furnished,159.91
Lokmanya Nagar,3298,4,1,3,19,Yes,Yes,Yes,Non-Furnished,150.44
Scheme No. 140,2805,3,3,4,27,No,No,No,Non-Furnished,145.14
Gandhi Nagar,3718,4,3,4,41,No,Yes,Yes,Non-Furnished,135.73
Limbodi,4759,4,3,4,16,Yes,Yes,Yes,Non-Furnished,195.31
AB Road,3808,4,2,3,22,Yes,Yes,Yes,Furnished,240.66
Gandhi Nagar,3830,4,2,0,3,No,No,No,Non-Furnished,182.98
Khajrana,4408,4,2,4,7,Yes,Yes,Yes,Semi-Furnished,193.7
Bengali Square,4715,5,1,1,11,Yes,Yes,No,Semi-Furnished,407.93
Mahu Naka,2939,3,4,2,42,Yes,Yes,Yes,Furnished,138.49
Mahalaxmi Nagar,4554,5,4,1,34,Yes,Yes,No,Furnished,414.02
Chandan Nagar,3936,4,3,0,44,No,Yes,Yes,Non-Furnished,106.93
Annapurna Road,1282,2,2,3,17,No,No,No,Non-Furnished,61.41
Bhawarkuan,1262,2,1,2,32,Yes,No,No,Non-Furnished,51.45
Khandwa Road,1012,2,4,3,30,Yes,No,No,Non-Furnished,38.71
Saket Nagar,846,2,4,0,28,Yes,Yes,Yes,Non-Furnished,43.47
Scheme No. 54,475,1,4,2,1,Yes,Yes,No,Non-Furnished,58.12
Khandwa Road,1008,2,1,2,32,Yes,No,No,Furnished,40.41
Ring Road,3412,4,3,2,34,Yes,No,No,Furnished,164.02
Indore Bypass,2410,3,4,0,37,Yes,Yes,Yes,Semi-Furnished,112.79
Rau,1506,3,0,3,15,Yes,Yes,Yes,Furnished,111.29
Tilak Nagar,3398,4,2,0,12,Yes,Yes,Yes,Semi-Furnished,213.49
Bengali Square,3483,4,0,1,11,Yes,No,Yes,Semi-Furnished,343.14
Scheme No. 140,2401,3,2,4,24,Yes,No,No,Furnished,139.32
Palasia,2753,3,3,0,36,No,No,No,Non-Furnished,153.21
LIG Colony,4191,4,1,1,37,Yes,No,No,Furnished,209.58
Tilak Nagar,733,1,1,4,15,Yes,Yes,Yes,Furnished,47.38
CAT Road,1964,3,2,3,34,Yes,Yes,Yes,Semi-Furnished,77.02
Limbodi,1024,2,3,3,29,Yes,Yes,Yes,Non-Furnished,37.85
Scheme No. 140,4437,4,1,2,23,Yes,Yes,Yes,Non-Furnished,242.58
Super Corridor,2893,4,4,1,2,No,No,Yes,Semi-Furnished,276.17
Bengali Square,4440,5,4,4,44,No,Yes,Yes,Furnished,427.84
Mhow Road,4296,4,1,2,41,No,No,No,Furnished,140.72
Limbodi,2245,3,1,4,40,Yes,Yes,Yes,Non-Furnished,71.76
Rajendra Nagar,4909,4,3,0,30,Yes,No,No,Non-Furnished,177.01
Pardesipura,3903,4,2,0,39,No,No,No,Semi-Furnished,136.68
MR-10,3617,4,2,3,15,No,Yes,Yes,Furnished,232.42
Vaishali Nagar,1059,2,4,4,10,Yes,Yes,Yes,Non-Furnished,71.55
Scheme No. 140,525,1,3,0,15,No,No,No,Furnished,32.56
Ring Road,3541,4,2,3,44,Yes,Yes,Yes,Furnished,158.21
AB Road,1543,3,4,1,35,Yes,Yes,Yes,Non-Furnished,82.21
Ring Road,4428,4,1,4,2,Yes,Yes,Yes,Semi-Furnished,270.48
Rau-Pithampur Road,3426,4,3,0,41,No,No,No,Furnished,106.2
CAT Road,1219,2,4,4,28,Yes,No,No,Furnished,51.93
Bengali Square,2339,4,4,4,40,No,Yes,No,Non-Furnished,222.72
Chandan Nagar,3608,4,1,2,42,Yes,Yes,Yes,Furnished,109.22
Pipliyahana,753,1,1,4,33,No,Yes,Yes,Non-Furnished,36.65
CAT Road,3969,4,2,4,27,Yes,No,No,Furnished,166.22
Silicon City,1401,2,4,2,42,Yes,No,No,Semi-Furnished,36.52
Lokmanya Nagar,3313,4,3,0,2,No,No,No,Furnished,177.57
Nipania,500,1,2,0,21,No,Yes,No,Semi-Furnished,37.05
Limbodi,3302,4,1,0,28,Yes,No,No,Furnished,126.2
Mhow Road,1995,3,1,1,5,Yes,No,No,Semi-Furnished,88.04
Khajrana,2385,3,1,0,2,Yes,Yes,Yes,Furnished,113.36
Rajendra Nagar,2154,3,4,1,1,No,No,No,Semi-Furnished,106.41
CAT Road,3463,4,4,2,11,Yes,No,No,Non-Furnished,154.93
Vijay Nagar,4307,5,0,4,21,Yes,No,Yes,Furnished,415.09
Annapurna Road,4335,4,2,0,2,Yes,No,No,Furnished,256.69
Navlakha,1503,3,3,0,6,Yes,Yes,Yes,Furnished,93.58
Tilak Nagar,3918,4,2,4,8,Yes,Yes,Yes,Non-Furnished,242.3
Nipania,3968,5,4,0,39,Yes,Yes,No,Non-Furnished,292.38
Bhawarkuan,4086,4,4,0,44,Yes,Yes,Yes,Non-Furnished,155.13
Dhar Road,3867,4,4,0,27,Yes,No,No,Furnished,136.9
Pardesipura,3176,4,1,3,24,Yes,No,No,Furnished,135.9
Gandhi Nagar,1767,3,1,3,11,No,No,No,Semi-Furnished,83.18
Gandhi Nagar,1380,2,1,0,22,No,Yes,Yes,Non-Furnished,58.84
Navlakha,1156,2,2,4,3,Yes,No,No,Semi-Furnished,67.75
Vaishali Nagar,2955,3,4,4,33,Yes,Yes,Yes,Semi-Furnished,172.34
Sudama Nagar,3143,4,2,0,5,Yes,No,No,Non-Furnished,148.68
Khajrana,2511,3,3,2,43,No,No,No,Non-Furnished,68.59
Dhar Road,1520,3,4,0,21,No,No,No,Semi-Furnished,54.94
Dhar Road,1512,3,2,3,4,Yes,Yes,Yes,Non-Furnished,63.58
Bengali Square,2881,4,0,4,43,Yes,Yes,No,Non-Furnished,264.22
Bhawarkuan,2884,3,4,2,21,No,Yes,Yes,Semi-Furnished,142.87
Annapurna Road,2524,3,1,1,23,Yes,Yes,Yes,Non-Furnished,118.97
Khajrana,2452,3,1,1,20,Yes,No,No,Non-Furnished,87.19
Annapurna Road,3878,4,2,3,18,Yes,No,No,Non-Furnished,185.72
Mahu Naka,4077,4,1,0,6,Yes,No,No,Non-Furnished,208.14
Saket Nagar,1095,2,1,2,36,No,Yes,Yes,Semi-Furnished,51.51
Khajrana,2224,3,2,3,24,No,No,No,Furnished,82.67
Mhow Road,1972,3,3,4,40,No,Yes,Yes,Non-Furnished,62.67
Rau-Pithampur Road,786,1,1,1,23,No,Yes,Yes,Non-Furnished,27.87
Dhar Road,4653,4,1,0,19,Yes,No,No,Furnished,175.59
Vaishali Nagar,2811,3,3,0,8,No,Yes,Yes,Semi-Furnished,194.0
Mhow Road,1777,3,4,1,7,Yes,No,No,Non-Furnished,75.46
Palasia,4591,4,1,2,22,Yes,Yes,Yes,Semi-Furnished,312.9
Khandwa Road,3001,4,4,1,41,Yes,Yes,Yes,Furnished,114.85
Mahalaxmi Nagar,408,1,2,2,22,No,Yes,No,Non-Furnished,35.81
Ujjain Road,2160,3,2,3,37,No,No,No,Non-Furnished,58.78
AB Road,1520,3,2,1,11,Yes,Yes,Yes,Furnished,107.21
Silicon City,2339,3,3,2,33,No,Yes,Yes,Non-Furnished,65.94
Rau,1801,3,0,0,18,Yes,No,Yes,Non-Furnished,97.76
Vaishali Nagar,4113,4,4,0,30,Yes,Yes,Yes,Furnished,251.66
Bhawarkuan,3472,4,2,1,18,No,Yes,Yes,Non-Furnished,166.38
Chandan Nagar,1067,2,3,2,40,Yes,No,No,Furnished,32.98
Nipania,2340,4,2,3,24,No,Yes,Yes,Furnished,208.46
Mahalaxmi Nagar,3791,5,0,0,39,Yes,No,No,Semi-Furnished,357.71
Rajendra Nagar,2477,3,3,1,42,Yes,No,No,Semi-Furnished,82.05
Gandhi Nagar,4304,4,3,1,29,No,No,No,Semi-Furnished,177.69
Bhawarkuan,3206,4,1,3,16,No,No,No,Non-Furnished,147.98
Vijay Nagar,817,2,2,2,35,No,Yes,Yes,Unfurnished,109.19
Rau-Pithampur Road,2142,3,1,4,15,No,Yes,Yes,Semi-Furnished,85.47
Sudama Nagar,3966,4,2,1,25,Yes,No,No,Furnished,170.31
Mahu Naka,3769,4,4,2,13,Yes,Yes,Yes,Furnished,214.07
Nipania,532,1,0,2,7,Yes,Yes,No,Semi-Furnished,43.82
Ring Road,3037,4,4,4,12,No,Yes,Yes,Semi-Furnished,175.26
Khajrana,4296,4,3,3,23,Yes,Yes,Yes,Semi-Furnished,162.71
Silicon City,1271,2,1,1,14,Yes,No,No,Semi-Furnished,45.64
LIG Colony,4162,4,1,2,3,Yes,No,No,Furnished,251.55
Khajrana,2632,3,4,0,18,No,Yes,Yes,Semi-Furnished,105.11
Mhow Road,2887,3,1,4,15,Yes,No,No,Non-Furnished,111.92
Saket Nagar,2344,3,1,4,32,No,Yes,Yes,Non-Furnished,109.14
LIG Colony,4367,4,4,0,38,Yes,No,No,Furnished,221.23
Nipania,3120,4,0,0,9,Yes,No,No,Semi-Furnished,280.07
Navlakha,581,1,1,0,17,Yes,No,No,Semi-Furnished,30.97
Khajrana,4155,4,3,4,38,Yes,Yes,Yes,Non-Furnished,126.13
Super Corridor,2257,4,2,4,36,Yes,No,No,Semi-Furnished,238.13
Pardesipura,1883,3,2,2,21,No,Yes,Yes,Furnished,86.01
Sudama Nagar,1875,3,4,3,28,Yes,Yes,Yes,Non-Furnished,75.51
Nipania,4141,5,3,4,34,No,No,No,Semi-Furnished,300.74
LIG Colony,3323,4,3,0,32,No,No,No,Semi-Furnished,166.36
Pardesipura,2790,3,4,2,25,No,No,No,Furnished,119.64
Ring Road,3727,4,2,4,1,Yes,Yes,Yes,Semi-Furnished,231.44
Palasia,3167,4,1,0,1,Yes,No,No,Non-Furnished,232.42
Mhow Road,2347,3,1,2,27,Yes,No,No,Non-Furnished,81.92
Dhar Road,2488,3,3,3,13,Yes,No,No,Semi-Furnished,97.56
LIG Colony,1519,3,4,4,12,No,Yes,Yes,Non-Furnished,86.53
Bengali Square,536,1,1,4,44,Yes,Yes,Yes,Semi-Furnished,38.27
Dhar Road,3866,4,1,1,21,Yes,Yes,Yes,Furnished,147.19
Tilak Nagar,937,2,1,1,36,Yes,No,No,Non-Furnished,45.3
Nipania,381,1,3,3,1,No,Yes,Yes,Non-Furnished,38.02
Khajrana,2359,3,3,1,43,Yes,No,No,Semi-Furnished,68.57
Pipliyahana,2174,3,3,4,44,No,Yes,Yes,Non-Furnished,97.28
CAT Road,4927,4,3,1,18,No,No,No,Furnished,223.96
MR-10,2786,3,3,2,2,Yes,No,No,Semi-Furnished,187.53
Mhow Road,516,1,1,1,10,No,No,No,Furnished,22.58
Saket Nagar,1081,2,4,4,36,Yes,Yes,Yes,Semi-Furnished,53.53
Mahalaxmi Nagar,350,1,2,2,38,No,Yes,Yes,Semi-Furnished,20.47
Pardesipura,3913,4,3,1,18,No,Yes,Yes,Non-Furnished,170.99
Lokmanya Nagar,2929,3,1,0,33,Yes,Yes,Yes,Furnished,130.9
Mahu Naka,1520,3,1,2,16,Yes,Yes,Yes,Semi-Furnished,80.78
Mahalaxmi Nagar,1612,3,2,3,20,No,No,Yes,Non-Furnished,124.16
Gandhi Nagar,630,1,1,0,39,No,Yes,Yes,Non-Furnished,23.08
Nipania,403,1,3,1,36,No,No,Yes,Semi-Furnished,27.76
Limbodi,807,2,3,2,5,No,Yes,Yes,Furnished,39.44
Indore Bypass,4731,4,3,1,23,Yes,Yes,Yes,Furnished,253.56
Scheme No. 140,2985,3,4,1,43,Yes,Yes,Yes,Semi-Furnished,146.55
AB Road,3735,4,3,4,37,Yes,No,No,Furnished,199.43
MR-10,3127,4,1,1,30,No,Yes,Yes,Semi-Furnished,172.68
Rau-Pithampur Road,4524,4,4,2,29,No,No,No,Semi-Furnished,155.17
Lokmanya Nagar,734,1,4,2,36,No,No,No,Semi-Furnished,30.27
Rajendra Nagar,3228,4,1,1,38,Yes,No,No,Semi-Furnished,110.02
Nipania,1758,3,4,1,10,Yes,Yes,No,Non-Furnished,140.21
Palasia,3387,4,1,1,33,Yes,No,No,Semi-Furnished,202.73
Super Corridor,4637,5,2,1,13,Yes,Yes,No,Non-Furnished,483.38
Palasia,4252,4,4,2,15,No,Yes,Yes,Furnished,322.33
AB Road,2246,3,4,2,9,No,No,No,Non-Furnished,142.0
Saket Nagar,2677,3,3,1,4,No,Yes,Yes,Non-Furnished,159.89
Pardesipura,2102,3,3,0,42,No,Yes,Yes,Furnished,77.11
Lokmanya Nagar,3773,4,4,1,5,Yes,No,No,Furnished,200.89
Scheme No. 94,4088,4,1,1,15,No,No,No,Furnished,217.65
Bhawarkuan,2966,3,3,0,18,No,Yes,Yes,Non-Furnished,143.29
Sudama Nagar,1041,2,3,3,5,No,No,No,Semi-Furnished,51.67
Ring Road,1724,3,3,1,10,Yes,Yes,Yes,Furnished,105.27
Rau-Pithampur Road,3681,4,4,3,22,Yes,No,No,Semi-Furnished,136.58
Super Corridor,3601,5,0,2,30,Yes,No,No,Furnished,350.72
Khajrana,3843,4,3,4,18,Yes,No,No,Furnished,154.17
Scheme No. 94,2364,3,1,1,26,Yes,No,No,Semi-Furnished,110.18
Limbodi,1062,2,3,0,33,No,No,No,Semi-Furnished,37.42
Gandhi Nagar,2245,3,2,4,40,No,No,No,Semi-Furnished,83.08
Nipania,3877,5,2,2,45,Yes,No,Yes,Non-Furnished,295.73
Tilak Nagar,4243,4,3,3,24,Yes,Yes,Yes,Furnished,250.54
Khajrana,658,1,2,0,36,Yes,Yes,Yes,Furnished,22.84
Scheme No. 54,4240,5,1,0,10,Yes,No,Yes,Non-Furnished,461.73
CAT Road,2372,3,2,3,16,Yes,Yes,Yes,Non-Furnished,104.42
Vijay Nagar,3927,5,4,3,29,No,No,No,Furnished,376.79
Ujjain Road,3094,4,3,2,42,No,No,No,Semi-Furnished,84.05
Ring Road,2301,3,3,2,23,Yes,Yes,Yes,Non-Furnished,116.55
CAT Road,1988,3,3,1,19,No,Yes,Yes,Furnished,92.65
Scheme No. 94,1264,2,2,3,32,Yes,Yes,Yes,Semi-Furnished,57.91
Dhar Road,689,1,4,2,14,Yes,No,No,Non-Furnished,26.45
MR-10,2629,3,4,3,23,No,Yes,Yes,Furnished,161.88
Chandan Nagar,2878,3,2,2,18,No,Yes,Yes,Furnished,114.81
Scheme No. 94,4875,4,4,4,37,Yes,Yes,Yes,Non-Furnished,202.18
Lokmanya Nagar,1325,2,3,4,6,No,No,No,Non-Furnished,63.93
Bengali Square,955,2,1,0,9,Yes,No,Yes,Semi-Furnished,89.54
Khajrana,3031,4,2,2,34,Yes,Yes,Yes,Furnished,104.73
Super Corridor,396,1,1,3,22,No,No,Yes,Semi-Furnished,34.47
Scheme No. 54,819,2,0,2,12,Yes,No,Yes,Semi-Furnished,105.1
Ring Road,4981,4,2,4,43,No,Yes,Yes,Semi-Furnished,215.87
Vijay Nagar,1259,3,3,3,20,No,No,No,Furnished,160.13
Mahalaxmi Nagar,3096,4,4,2,35,Yes,No,Yes,Non-Furnished,256.99
Ujjain Road,2035,3,3,2,4,Yes,No,No,Semi-Furnished,84.12
Saket Nagar,1174,2,2,2,25,Yes,No,No,Non-Furnished,58.44
Khandwa Road,1896,3,1,4,42,No,No,No,Non-Furnished,61.37
Bhawarkuan,1995,3,4,3,23,No,No,No,Non-Furnished,88.82
Vijay Nagar,3130,4,3,4,41,Yes,No,Yes,Furnished,309.2
Rau-Pithampur Road,1460,2,3,1,15,Yes,Yes,Yes,Non-Furnished,57.6
LIG Colony,2031,3,1,0,1,No,No,No,Non-Furnished,113.98
Dhar Road,3953,4,4,1,25,Yes,No,No,Non-Furnished,132.12
Scheme No. 54,4944,5,3,1,42,Yes,Yes,Yes,Semi-Furnished,538.36
Silicon City,2288,3,1,1,40,No,Yes,Yes,Semi-Furnished,60.77
Lokmanya Nagar,1199,2,3,2,42,Yes,No,No,Semi-Furnished,47.68
MR-10,4752,4,1,3,11,No,Yes,Yes,Semi-Furnished,302.68
Mahalaxmi Nagar,4158,5,1,4,18,No,Yes,Yes,Furnished,354.86
MR-10,907,2,3,0,12,No,Yes,Yes,Non-Furnished,55.44
AB Road,570,1,4,0,8,Yes,No,No,Non-Furnished,39.15
Tilak Nagar,3658,4,1,4,23,Yes,Yes,Yes,Furnished,214.98
Indore Bypass,3826,4,1,4,24,Yes,Yes,Yes,Furnished,200.5
AB Road,3520,4,1,3,40,No,Yes,Yes,Furnished,182.83
Khajrana,713,1,1,1,45,Yes,Yes,Yes,Non-Furnished,20.05
Mhow Road,1880,3,1,4,37,No,No,No,Non-Furnished,58.81
Indore Bypass,3282,4,1,4,35,No,Yes,Yes,Non-Furnished,143.75
Mhow Road,2669,3,1,2,30,No,No,No,Semi-Furnished,93.7
Gandhi Nagar,2600,3,3,4,25,Yes,No,No,Non-Furnished,106.61
Khandwa Road,4098,4,2,3,12,No,Yes,Yes,Non-Furnished,181.96
Scheme No. 140,2253,3,4,3,18,No,Yes,Yes,Semi-Furnished,136.66
Sudama Nagar,3273,4,1,1,42,Yes,No,No,Furnished,115.96
MR-10,2058,3,1,2,33,No,Yes,Yes,Furnished,114.13
Ujjain Road,3165,4,1,1,18,No,No,No,Semi-Furnished,111.39
Bhawarkuan,1848,3,1,4,7,Yes,Yes,Yes,Semi-Furnished,102.02
Silicon City,2800,3,3,0,23,Yes,No,No,Furnished,94.94
Chandan Nagar,1486,2,3,1,5,No,Yes,Yes,Non-Furnished,61.75
Vijay Nagar,2323,4,4,3,3,No,Yes,Yes,Semi-Furnished,260.91
Dhar Road,2174,3,1,2,4,Yes,No,No,Non-Furnished,87.65
Pardesipura,3554,4,3,3,4,No,Yes,Yes,Non-Furnished,175.63
Silicon City,754,1,3,4,2,Yes,No,No,Furnished,32.38
Mahu Naka,3989,4,2,1,44,No,No,No,Semi-Furnished,167.21
Limbodi,3888,4,2,2,34,No,No,No,Furnished,139.7
Scheme No. 94,2687,3,2,4,16,Yes,No,No,Furnished,144.67
Bengali Square,986,2,1,0,20,Yes,No,Yes,Furnished,99.94
Ujjain Road,2788,3,3,2,5,Yes,No,No,Furnished,118.11
Annapurna Road,517,1,1,2,35,Yes,No,No,Non-Furnished,22.09
Khandwa Road,4611,4,4,4,3,Yes,Yes,Yes,Non-Furnished,224.04
Dhar Road,3349,4,4,2,3,Yes,Yes,Yes,Non-Furnished,142.89
Navlakha,3192,4,2,2,30,No,Yes,Yes,Non-Furnished,145.46
Khajrana,3164,4,1,0,2,No,No,No,Non-Furnished,131.72
CAT Road,748,1,2,0,26,No,Yes,Yes,Non-Furnished,29.81
Annapurna Road,819,2,1,0,24,Yes,No,No,Semi-Furnished,39.92
Vijay Nagar,4341,5,2,3,29,Yes,Yes,No,Furnished,411.77
Navlakha,4602,4,1,3,30,No,Yes,Yes,Semi-Furnished,217.56
Rajendra Nagar,4470,4,2,3,29,Yes,No,No,Non-Furnished,161.58
Super Corridor,1589,3,3,1,9,Yes,Yes,Yes,Non-Furnished,181.42
Khajrana,2703,3,1,1,15,No,Yes,Yes,Non-Furnished,103.41
Rau,808,2,3,4,41,Yes,No,Yes,Semi-Furnished,45.24
Nipania,388,1,1,4,35,Yes,Yes,No,Semi-Furnished,26.22
Bhawarkuan,1468,2,3,1,18,No,No,No,Semi-Furnished,70.92
Gandhi Nagar,3373,4,2,1,16,Yes,Yes,Yes,Furnished,167.69
Khandwa Road,4475,4,2,3,36,Yes,Yes,Yes,Non-Furnished,162.0
Chandan Nagar,4590,4,1,4,22,Yes,Yes,Yes,Semi-Furnished,167.99
Palasia,2356,3,2,0,23,Yes,Yes,Yes,Non-Furnished,154.35
Rau,3196,4,0,0,5,Yes,Yes,Yes,Non-Furnished,209.49
Mahalaxmi Nagar,4296,5,4,1,6,No,Yes,No,Semi-Furnished,418.61
Ujjain Road,2059,3,2,1,28,Yes,Yes,Yes,Semi-Furnished,68.93
Limbodi,4977,4,3,0,22,Yes,Yes,Yes,Furnished,210.6
Indore Bypass,1160,2,3,0,27,Yes,No,No,Non-Furnished,54.32
Pipliyahana,2308,3,1,0,20,No,Yes,Yes,Semi-Furnished,131.51
Bengali Square,4029,5,2,2,45,Yes,Yes,No,Non-Furnished,312.42
Ujjain Road,2120,3,4,0,24,Yes,No,No,Semi-Furnished,72.76
Vijay Nagar,3439,5,4,3,12,Yes,No,Yes,Furnished,358.43
Tilak Nagar,4882,4,4,4,6,Yes,Yes,Yes,Non-Furnished,310.6
MR-10,2954,3,3,4,28,No,No,No,Furnished,167.45
Khajrana,4875,4,1,2,43,No,Yes,Yes,Non-Furnished,135.64
Annapurna Road,1776,3,4,3,6,No,Yes,Yes,Semi-Furnished,102.44
Rau,2734,4,4,4,27,Yes,No,No,Semi-Furnished,172.76
Sudama Nagar,4141,4,1,2,3,No,Yes,Yes,Non-Furnished,201.68
Pardesipura,1942,3,1,3,21,No,No,No,Non-Furnished,78.12
Indore Bypass,3931,4,3,0,2,No,Yes,Yes,Furnished,243.27
Khajrana,2642,3,3,0,16,No,No,No,Semi-Furnished,103.41
Scheme No. 94,1145,2,3,4,13,No,Yes,Yes,Non-Furnished,59.5
Annapurna Road,3028,4,1,1,22,Yes,No,No,Non-Furnished,139.17
Pardesipura,3373,4,2,1,16,Yes,Yes,Yes,Furnished,162.61
Lokmanya Nagar,1918,3,2,3,26,Yes,Yes,Yes,Semi-Furnished,87.86
Nipania,2004,3,3,1,40,Yes,Yes,No,Semi-Furnished,131.89
Bhawarkuan,4191,4,1,0,13,No,Yes,Yes,Non-Furnished,207.84
Silicon City,1224,2,3,4,16,No,Yes,Yes,Semi-Furnished,44.11
Mhow Road,3795,4,1,2,19,Yes,No,No,Non-Furnished,141.85
Rajendra Nagar,3499,4,4,3,42,Yes,Yes,Yes,Furnished,124.86
Lokmanya Nagar,4302,4,3,2,39,Yes,Yes,Yes,Non-Furnished,171.71
Gandhi Nagar,3090,4,3,0,7,Yes,Yes,Yes,Furnished,165.8
Mhow Road,1749,3,1,0,27,No,Yes,Yes,Semi-Furnished,65.28
Saket Nagar,2040,3,3,4,4,Yes,No,No,Non-Furnished,119.83
Indore Bypass,4213,4,3,3,30,No,No,No,Semi-Furnished,197.72
Pipliyahana,1540,3,1,3,23,Yes,No,No,Semi-Furnished,84.68
MR-10,4371,4,3,2,11,No,Yes,Yes,Semi-Furnished,283.28
Vaishali Nagar,4895,4,4,2,34,Yes,Yes,Yes,Semi-Furnished,281.84
Navlakha,4332,4,2,3,33,No,No,No,Furnished,197.55
Scheme No. 94,2544,3,3,4,27,Yes,Yes,Yes,Non-Furnished,117.25
Rau,955,2,4,3,38,Yes,Yes,No,Non-Furnished,63.15
Super Corridor,3395,4,4,4,44,No,Yes,No,Furnished,344.4
Super Corridor,4362,5,1,3,41,No,Yes,Yes,Furnished,411.35
Gandhi Nagar,891,2,4,4,10,No,Yes,Yes,Semi-Furnished,44.91
Chandan Nagar,2798,3,4,0,34,Yes,No,No,Non-Furnished,84.66
Khajrana,3616,4,1,0,35,No,No,No,Furnished,117.74
Super Corridor,1120,2,1,0,44,Yes,No,Yes,Non-Furnished,99.99
Khandwa Road,4945,4,4,0,3,No,No,No,Furnished,252.07
Scheme No. 94,2766,3,1,2,9,Yes,No,No,Non-Furnished,144.32
Nipania,2124,3,3,4,43,No,No,No,Furnished,139.73
Pipliyahana,892,2,3,2,43,Yes,No,No,Furnished,43.75
Dhar Road,3718,4,1,1,27,No,No,No,Non-Furnished,118.31
MR-10,2168,3,4,4,20,No,No,No,Semi-Furnished,128.07
Bhawarkuan,3035,4,2,4,37,Yes,Yes,Yes,Semi-Furnished,128.05
CAT Road,4653,4,1,0,19,Yes,No,No,Furnished,207.95
Silicon City,3114,4,1,0,30,No,No,No,Furnished,95.02
Super Corridor,2260,4,3,3,34,Yes,No,No,Furnished,245.27
LIG Colony,2747,3,4,4,19,No,No,No,Semi-Furnished,149.16
Super Corridor,2499,4,1,0,37,No,No,Yes,Non-Furnished,235.41
Khandwa Road,4095,4,4,0,12,No,No,No,Furnished,194.92
Scheme No. 140,4627,4,2,4,31,No,No,No,Non-Furnished,228.97
Mhow Road,2837,3,2,1,32,No,No,No,Non-Furnished,94.01
Bhawarkuan,3540,4,4,2,21,Yes,Yes,Yes,Furnished,182.6
Palasia,4250,4,3,0,25,No,No,No,Semi-Furnished,274.89
Scheme No. 94,1768,3,3,1,4,Yes,Yes,Yes,Non-Furnished,101.2
Mahu Naka,652,1,2,3,1,Yes,Yes,Yes,Furnished,40.23
Rau-Pithampur Road,4843,4,3,3,5,Yes,Yes,Yes,Non-Furnished,206.71
CAT Road,2780,3,2,0,35,Yes,No,No,Furnished,107.94
Lokmanya Nagar,2181,3,4,2,42,Yes,No,No,Non-Furnished,83.04
Pipliyahana,616,1,2,0,2,Yes,Yes,Yes,Semi-Furnished,42.58
Sudama Nagar,1556,3,4,3,43,Yes,No,No,Semi-Furnished,54.16
Bhawarkuan,2260,3,1,0,32,No,No,No,Furnished,97.82
Gandhi Nagar,1826,3,3,4,13,No,No,No,Non-Furnished,81.66
Rau-Pithampur Road,1991,3,4,1,10,No,Yes,Yes,Non-Furnished,81.52
Rajendra Nagar,1846,3,3,0,18,Yes,No,No,Furnished,81.93
LIG Colony,754,1,3,4,2,Yes,No,No,Furnished,47.62
Ujjain Road,885,2,3,1,29,Yes,No,No,Semi-Furnished,29.0
Gandhi Nagar,3075,4,3,0,29,No,Yes,Yes,Furnished,137.24
Annapurna Road,4380,4,3,4,32,No,Yes,Yes,Non-Furnished,190.24
LIG Colony,1715,3,4,0,5,No,Yes,Yes,Non-Furnished,101.33
CAT Road,549,1,2,0,3,No,Yes,Yes,Semi-Furnished,27.91
Navlakha,3762,4,3,4,16,Yes,Yes,Yes,Non-Furnished,197.57
Rau,4743,5,4,3,36,Yes,No,Yes,Semi-Furnished,316.83
Sudama Nagar,4564,4,3,0,1,Yes,Yes,Yes,Semi-Furnished,242.35
Pardesipura,1767,3,1,3,11,No,No,No,Semi-Furnished,81.46
Mahu Naka,1443,2,2,1,27,Yes,Yes,Yes,Furnished,74.79
Khajrana,1295,2,2,3,32,Yes,No,No,Semi-Furnished,43.25
Gandhi Nagar,1537,3,1,0,11,Yes,No,No,Non-Furnished,69.86
Navlakha,3063,4,1,3,24,Yes,No,No,Semi-Furnished,147.15
Ring Road,3608,4,1,2,42,Yes,Yes,Yes,Furnished,163.16
Pardesipura,2335,3,4,3,3,Yes,No,No,Semi-Furnished,118.86
Khandwa Road,2332,3,3,2,29,Yes,Yes,Yes,Semi-Furnished,95.97
Navlakha,2131,3,1,1,41,No,No,No,Furnished,88.84
Navlakha,2881,3,4,0,12,No,Yes,Yes,Semi-Furnished,163.07
MR-10,2227,3,3,1,17,No,No,No,Non-Furnished,126.38
Tilak Nagar,1786,3,3,4,4,No,No,No,Non-Furnished,110.24
Mhow Road,892,2,3,2,43,Yes,No,No,Furnished,29.69
Scheme No. 54,4181,5,2,1,13,Yes,No,Yes,Semi-Furnished,491.29
Indore Bypass,2392,3,1,1,11,Yes,Yes,Yes,Non-Furnished,127.32
Gandhi Nagar,4240,4,1,2,19,Yes,No,No,Non-Furnished,179.05
